pick,net,sta,chan,ptime,stime,source,lat,lon,elv,ptime0,stime0,predict,prob,std,sta0
2024T000000013,KS,YAGA,HG,2024-06-11T23:27:22.251265Z,2024-06-11T23:27:47.065615Z,add,37.407,127.7569,150.0,,,U,0.9944,0.0064,YAGA
2024T000000013,KS,YALB,HH,2024-06-11T23:27:12.537626Z,2024-06-11T23:27:29.108348Z,add,35.7279,128.1934,418.0,,,D,1.0,0.0,YALB
2024T000000013,KS,YAYA,HG,2024-06-11T23:27:35.595457Z,2024-06-11T23:28:11.064772Z,add,38.1438,128.6025,69.0,,,U,0.9996,0.0006,YAYA
2024T000000013,KS,YCHB,HH,2024-06-11T23:27:19.015089Z,2024-06-11T23:27:41.245067Z,add,36.6222,128.4373,161.0,,,D,1.0,0.0,YCHB
2024T000000013,KS,YDGA,HG,2024-06-11T23:27:08.179923Z,2024-06-11T23:27:21.505497Z,add,36.0925,127.7943,0.369,,,D,0.995,0.0071,YDGA
2024T000000013,KS,YEGA,HG,2024-06-11T23:26:58.824852Z,2024-06-11T23:27:05.357014Z,add,35.2837,126.4776,86.0,,,U,1.0,0.0,YEGA
2024T000000013,KS,YEYB,HH,2024-06-11T23:27:25.319580Z,2024-06-11T23:27:52.584139Z,add,36.6251,129.088,267.0,,,D,1.0,0.0,YEYB
2024T000000013,KS,YGAA,HG,2024-06-11T23:27:14.586478Z,2024-06-11T23:27:33.279673Z,add,35.8532,128.3657,80.0,,,D,0.9992,0.0039,YGAA
2024T000000013,KS,YGGA,HG,2024-06-11T23:27:31.923616Z,2024-06-11T23:28:04.461377Z,add,38.0979,127.9852,223.0,,,D,0.9999,0.0004,YGGA
2024T000000013,KS,YJD3,HG,2024-06-11T23:27:20.956850Z,2024-06-11T23:27:44.737507Z,add,37.499,126.5493,98.0,,,U,0.9999,0.0002,YJD3
2024T000000013,KS,YNDB,HH,2024-06-11T23:27:17.361406Z,2024-06-11T23:27:38.270736Z,add,34.4323,127.8011,62.0,,,U,0.9999,0.0005,YNDB
2024T000000013,KS,YOA,EL,2024-06-11T23:27:07.798155Z,2024-06-11T23:27:20.846440Z,add,34.7655,126.7379,154.0,,,U,1.0,0.0,YOA
2024T000000013,KS,YOCB,HH,2024-06-11T23:27:21.269327Z,2024-06-11T23:27:45.299524Z,add,35.9771,128.9511,143.0,,,D,1.0,0.0,YOCB
2024T000000013,KS,YODB,HH,2024-06-11T23:27:28.111443Z,2024-06-11T23:27:57.605344Z,add,36.5333,129.4096,88.0,,,D,0.9986,0.0029,YODB
2024T000000013,KS,YUGA,HG,2024-06-11T23:27:06.419022Z,2024-06-11T23:27:18.465818Z,add,36.5406,126.9473,95.0,,,U,1.0,0.0,YUGA
2024T000000056,KS,AMD,HH,2024-06-12T04:55:55.950092Z,2024-06-12T04:56:05.325362Z,add,35.3436,126.03,79.0,,,D,1.0,0.0,AMD
2024T000000056,KS,ANDB,HH,2024-06-12T04:56:23.363884Z,2024-06-12T04:56:54.470845Z,add,33.25658,126.32875,84.0,,,U,0.9994,0.0013,ANDB
2024T000000056,KS,ANMA,HG,2024-06-12T04:56:00.290712Z,2024-06-12T04:56:12.818020Z,add,36.5386,126.33,89.0,,,U,1.0,0.0,ANMA
2024T000000056,KS,ASNA,HG,2024-06-12T04:56:05.070071Z,2024-06-12T04:56:21.141268Z,add,36.8277,127.0123,96.0,,,U,0.9949,0.0153,ASNA
2024T000000056,KS,BAU,EL,2024-06-12T04:56:00.904493Z,2024-06-12T04:56:13.877515Z,add,35.1027,127.5968,560.0,,,U,0.9989,0.0029,BAU
2024T000000056,KS,BLGA,HG,2024-06-12T04:55:55.435933Z,2024-06-12T04:56:04.437899Z,add,36.1392,127.3032,308.0,,,D,1.0,0.0,BLGA
2024T000000056,KS,BOGA,HG,2024-06-12T04:56:08.705423Z,2024-06-12T04:56:28.106704Z,add,37.0131,127.3294,105.0,,,D,1.0,0.0002,BOGA
2024T000000056,KS,BON2,EL,2024-06-12T04:56:06.122871Z,2024-06-12T04:56:22.966122Z,add,36.5482,127.7981,367.0,,,D,0.9999,0.0003,BON2
2024T000000056,KS,BURB,HH,2024-06-12T04:56:13.361192Z,2024-06-12T04:56:36.480643Z,add,37.2317,127.7486,86.0,,,U,0.9927,0.0164,BURB
2024T000000056,KS,BUYB,HH,2024-06-12T04:55:54.521543Z,2024-06-12T04:56:02.859697Z,add,36.2726,126.9206,57.0,,,U,1.0,0.0,BUYB
2024T000000056,KS,CDSA,HG,2024-06-12T04:56:08.656932Z,2024-06-12T04:56:28.019488Z,add,35.704465,128.444361,82.0,,,D,0.9979,0.0042,CDSA
2024T000000056,KS,CEA2,EL,2024-06-12T04:56:05.942310Z,2024-06-12T04:56:22.653150Z,add,36.8231,127.2574,228.0,,,D,1.0,1e-04,CEA2
2024T000000056,KS,CEBA,HG,2024-06-12T04:56:42.181283Z,2024-06-12T04:57:28.309231Z,add,37.5405,130.9169,59.0,,,U,0.9971,0.0094,CEBA
2024T000000056,KS,CGDA,HG,2024-06-12T04:56:11.192124Z,2024-06-12T04:56:32.579345Z,add,35.6628,128.6703,141.0,,,D,0.9993,0.0012,CGDA
2024T000000056,KS,CGWB,HH,2024-06-12T04:56:11.400009Z,2024-06-12T04:56:32.953251Z,add,35.1702,128.5721,83.3,,,D,1.0,0.0,CGWB
2024T000000056,KS,CHDA,HG,2024-06-12T04:56:10.436454Z,2024-06-12T04:56:31.220184Z,add,34.2367,127.2496,81.0,,,D,1.0,0.0,CHDA
2024T000000056,KS,CHIA,HG,2024-06-12T04:56:09.548121Z,2024-06-12T04:56:29.622407Z,add,37.127287,127.116933,86.0,,,U,1.0,0.0,CHIA
2024T000000056,KS,CHOA,HG,2024-06-12T04:55:49.889157Z,2024-06-12T04:55:54.862991Z,add,35.8408,127.117,107.0,,,D,1.0,0.0,CHOA
2024T000000056,KS,CHRB,HH,2024-06-12T04:56:09.185469Z,2024-06-12T04:56:28.970131Z,add,35.5342,128.4779,73.0,,,D,0.9995,0.0013,CHRB
2024T000000056,KS,CHYB,HH,2024-06-12T04:56:19.133936Z,2024-06-12T04:56:46.863292Z,add,36.9439,128.9144,366.0,,,U,0.9957,0.008,CHYB
2024T000000056,KS,CJDB,HH,2024-06-12T04:55:52.740029Z,2024-06-12T04:55:59.783989Z,add,36.1741,126.5285,69.0,,,U,1.0,0.0,CJDB
2024T000000056,KS,CSDB,HH,2024-06-12T04:56:10.438956Z,2024-06-12T04:56:31.224683Z,add,34.1811,126.8956,79.0,,,U,0.9989,0.0021,CSDB
2024T000000056,KS,CWO2,EL,2024-06-12T04:56:23.371317Z,2024-06-12T04:56:54.484213Z,add,38.0834,127.5204,395.0,,,U,0.9999,0.0002,CWO2
2024T000000056,KS,DAYA,HG,2024-06-12T04:55:51.607932Z,2024-06-12T04:55:57.829900Z,add,35.310266,126.972796,44.0,,,U,1.0,0.0,DAYA
2024T000000056,KS,DGHA,HG,2024-06-12T04:55:56.539557Z,2024-06-12T04:56:06.342837Z,add,35.8352,127.5711,359.0,,,D,1.0,0.0,DGHA
2024T000000056,KS,EURB,HH,2024-06-12T04:56:07.710889Z,2024-06-12T04:56:26.317901Z,add,35.322492,128.288222,13.0,,,U,0.9999,0.0005,EURB
2024T000000056,KS,EUSB,HH,2024-06-12T04:56:13.082775Z,2024-06-12T04:56:35.979883Z,add,36.3561,128.6887,123.0,,,D,0.9999,0.0002,EUSB
2024T000000056,KS,GACA,HG,2024-06-12T04:56:08.939888Z,2024-06-12T04:56:28.528422Z,add,35.1136,128.3071,178.0,,,D,0.9761,0.0178,GACA
2024T000000056,KS,GIJA,HG,2024-06-12T04:55:46.714401Z,2024-06-12T04:55:49.246721Z,original,35.796622,126.902045,16.0,2024-06-12T04:55:46.714401Z,2024-06-12T04:55:49.246721Z,D,1.0,0.0,GIJA
2024T000000056,KS,GKSA,HG,2024-06-12T04:55:55.066450Z,2024-06-12T04:56:03.800151Z,add,35.2304,127.2252,182.0,,,U,1.0,0.0,GKSA
2024T000000056,KS,GLCA,HG,2024-06-12T04:56:25.646791Z,2024-06-12T04:56:58.576511Z,add,37.9049,128.5207,600.0,,,D,0.9995,0.0028,GLCA
2024T000000056,KS,GLSA,HG,2024-06-12T04:55:59.164845Z,2024-06-12T04:56:10.874537Z,add,36.5255,126.545,77.0,,,D,0.9999,0.0003,GLSA
2024T000000056,KS,GMHB,HH,2024-06-12T04:56:25.338915Z,2024-06-12T04:56:58.022817Z,add,38.25,127.421,246.0,,,U,1.0,0.0,GMHB
2024T000000056,KS,GOBA,HG,2024-06-12T04:56:01.643521Z,2024-06-12T04:56:15.153194Z,add,36.657064,126.544051,45.0,,,D,1.0,0.0,GOBA
2024T000000056,KS,GOCB,HH,2024-06-12T04:55:50.247519Z,2024-06-12T04:55:55.481073Z,add,35.348448,126.598183,45.0,,,D,1.0,0.0,GOCB
2024T000000056,KS,GUMA,HG,2024-06-12T04:56:08.361743Z,2024-06-12T04:56:27.488550Z,add,36.2347,128.2902,102.0,,,D,0.9964,0.0077,GUMA
2024T000000056,KS,HA2B,HH,2024-06-12T04:56:21.633098Z,2024-06-12T04:56:51.358062Z,add,33.3925,126.2582,40.0,,,U,0.9985,0.0058,HA2B
2024T000000056,KS,HAMB,HH,2024-06-12T04:55:59.425793Z,2024-06-12T04:56:11.325018Z,add,35.5115544,127.745693,188.0,,,D,1.0,1e-04,HAMB
2024T000000056,KS,HAWB,HH,2024-06-12T04:56:08.492429Z,2024-06-12T04:56:27.723607Z,add,37.084445,126.773925,10.0,,,D,0.9995,0.0009,HAWB
2024T000000056,KS,HCNA,HG,2024-06-12T04:56:05.610437Z,2024-06-12T04:56:22.077903Z,add,35.5652,128.17,79.0,,,D,0.997,0.0171,HCNA
2024T000000056,KS,HESA,HG,2024-06-12T04:56:18.178725Z,2024-06-12T04:56:45.145312Z,add,37.5406,127.9565,249.0,,,D,1.0,0.0002,HESA
2024T000000056,KS,HGSA,HG,2024-06-12T04:56:01.457171Z,2024-06-12T04:56:14.831531Z,add,36.6579,126.6879,65.0,,,D,1.0,0.0,HGSA
2024T000000056,KS,HMPA,HG,2024-06-12T04:55:54.000985Z,2024-06-12T04:56:01.960565Z,add,35.1413,126.6176,58.0,,,U,1.0,0.0,HMPA
2024T000000056,KS,HOCA,HG,2024-06-12T04:56:19.556112Z,2024-06-12T04:56:47.622586Z,add,37.6838,127.8801,184.0,,,D,0.9988,0.0018,HOCA
2024T000000056,KS,HTDA,HG,2024-06-12T04:56:13.584402Z,2024-06-12T04:56:36.882106Z,add,34.3908,125.2986,48.0,,,D,0.9994,0.0015,HTDA
2024T000000056,KS,IJDB,HH,2024-06-12T04:55:58.525732Z,2024-06-12T04:56:09.771308Z,add,35.1028,126.0651,55.0,,,D,1.0,0.0,IJDB
2024T000000056,KS,IKSA,HG,2024-06-12T04:55:51.821554Z,2024-06-12T04:55:58.197885Z,add,36.0592,127.0619,86.0,,,D,1.0,0.0,IKSA
2024T000000056,KS,IKSB,HH,2024-06-12T04:55:49.192662Z,2024-06-12T04:55:53.660505Z,add,35.9355,126.9747,66.0,,,D,1.0,0.0,IKSB
2024T000000056,KS,IMSB,HH,2024-06-12T04:55:52.070025Z,2024-06-12T04:55:58.627281Z,add,35.6124,127.2854,238.0,,,D,1.0,0.0,IMSB
2024T000000056,KS,INCA,HG,2024-06-12T04:56:13.918693Z,2024-06-12T04:56:37.483360Z,add,37.4777,126.624,108.0,,,D,0.9998,0.0006,INCA
2024T000000056,KS,INJA,HG,2024-06-12T04:56:07.355934Z,2024-06-12T04:56:25.607235Z,add,36.993,126.918474,59.0,,,D,1.0,0.0,INJA
2024T000000056,KS,IPTA,HG,2024-06-12T04:56:07.851341Z,2024-06-12T04:56:26.570523Z,add,36.996887,127.135381,0.0649999999999999,,,U,0.9999,0.0004,IPTA
2024T000000056,KS,ISHB,HH,2024-06-12T04:56:12.122156Z,2024-06-12T04:56:34.252110Z,add,37.348832,126.70386,49.0,,,D,0.9992,0.0045,ISHB
2024T000000056,KS,IYPA,HG,2024-06-12T04:56:15.607090Z,2024-06-12T04:56:40.520080Z,add,37.491441,127.521814,94.0,,,D,0.9999,0.0002,IYPA
2024T000000056,KS,JAGA,HG,2024-06-12T04:55:50.629724Z,2024-06-12T04:55:56.141212Z,add,35.3196,126.8107,121.8,,,U,1.0,0.0,JAGA
2024T000000056,KS,JASA,HG,2024-06-12T04:55:55.550526Z,2024-06-12T04:56:04.635622Z,add,35.6571,127.5204,454.0,,,D,1.0,0.0,JASA
2024T000000056,KS,JDGB,HH,2024-06-12T04:56:24.250701Z,2024-06-12T04:56:56.065748Z,add,37.690417,128.674248,813.0,,,D,0.9999,0.0005,JDGB
2024T000000056,KS,JDO2,EL,2024-06-12T04:56:06.928379Z,2024-06-12T04:56:24.688390Z,add,34.473,126.3238,541.0,,,U,0.9999,0.0003,JDO2
2024T000000056,KS,JEJB,HH,2024-06-12T04:56:19.813441Z,2024-06-12T04:56:48.085399Z,add,35.6374,129.4411,46.4,,,U,0.9991,0.0023,JEJB
2024T000000056,KS,JEU2,EL,2024-06-12T04:55:48.395369Z,2024-06-12T04:55:52.252119Z,original,35.49345,126.929807,198.0,2024-06-12T04:55:48.395369Z,,U,1.0,0.0,JEU2
2024T000000056,KS,JGNA,HG,2024-06-12T04:56:03.941831Z,2024-06-12T04:56:19.120540Z,add,35.8754,128.0485,413.0,,,U,0.9992,0.003,JGNA
2024T000000056,KS,JHCB,HH,2024-06-12T04:56:25.844432Z,2024-06-12T04:56:58.931968Z,add,38.232183,127.688756,468.0,,,U,0.9993,0.0035,JHCB
2024T000000056,KS,JKJA,HG,2024-06-12T04:56:18.153172Z,2024-06-12T04:56:45.099353Z,add,36.2421,129.2151,424.0,,,U,0.9962,0.0053,JKJA
2024T000000056,KS,JLSA,HG,2024-06-12T04:55:58.943719Z,2024-06-12T04:56:10.492831Z,add,35.3574,127.648,541.0,,,D,1.0,0.0,JLSA
2024T000000056,KS,JMJ2,EL,2024-06-12T04:56:26.869815Z,2024-06-12T04:57:00.776019Z,add,37.8816,128.7561,108.0,,,U,0.9986,0.003,JMJ2
2024T000000056,KS,JNPA,HG,2024-06-12T04:56:07.145087Z,2024-06-12T04:56:25.154111Z,add,36.7956,127.5621,128.0,,,D,0.9986,0.0043,JNPA
2024T000000056,KS,JODB,HH,2024-06-12T04:56:10.039986Z,2024-06-12T04:56:30.507088Z,add,34.3115,126.0437,60.0,,,U,1.0,0.0,JODB
2024T000000056,KS,JOGB,HH,2024-06-12T04:56:25.736174Z,2024-06-12T04:56:58.737255Z,add,37.621027,128.980129,70.0,,,D,1.0,0.0,JOGB
2024T000000056,KS,KCH2,EL,2024-06-12T04:56:01.767042Z,2024-06-12T04:56:15.366411Z,add,35.614,127.9188,442.0,,,D,1.0,0.0,KCH2
2024T000000056,KS,KESB,HH,2024-06-12T04:56:09.252805Z,2024-06-12T04:56:29.091244Z,add,36.953658,127.604785,0.237,,,D,0.9986,0.003,KESB
2024T000000056,KS,KKDA,HG,2024-06-12T04:56:07.148196Z,2024-06-12T04:56:25.160792Z,add,34.4557,127.1222,55.0,,,D,0.9998,0.0011,KKDA
2024T000000056,KS,KMSB,HH,2024-06-12T04:55:57.208148Z,2024-06-12T04:56:07.496934Z,add,36.1059,127.4816,217.8,,,D,1.0,0.0,KMSB
2024T000000056,KS,KWJ2,HH,2024-06-12T04:55:54.314396Z,2024-06-12T04:56:02.501949Z,add,35.1599,126.9911,263.0,,,U,1.0,0.0,KWJ2
2024T000000056,KS,KWJU,HH,2024-06-12T04:55:54.314396Z,2024-06-12T04:56:02.501949Z,add,35.1599,126.9911,263.0,,,U,1.0,0.0,KWJU
2024T000000056,KS,LIWA,HG,2024-06-12T04:56:00.432638Z,2024-06-12T04:56:13.063012Z,add,36.2482,127.6137,151.0,,,D,1.0,0.0,LIWA
2024T000000056,KS,LMGA,HG,2024-06-12T04:56:23.577208Z,2024-06-12T04:56:54.854499Z,add,37.4918,128.8637,554.0,,,D,1.0,0.0,LMGA
2024T000000056,KS,MALA,HG,2024-06-12T04:55:52.893927Z,2024-06-12T04:56:00.049650Z,add,35.7445,127.3477,304.0,,,D,1.0,0.0,MALA
2024T000000056,KS,MANA,HG,2024-06-12T04:55:56.630608Z,2024-06-12T04:56:06.500004Z,add,35.0941,126.285,70.4,,,D,1.0,0.0,MANA
2024T000000056,KS,MGY2,EL,2024-06-12T04:56:09.259080Z,2024-06-12T04:56:29.102529Z,add,36.6551667,128.060783,70.4,,,D,0.9972,0.0075,MGY2
2024T000000056,KS,MMD,HH,2024-06-12T04:56:14.804625Z,2024-06-12T04:56:39.076785Z,add,34.6488,128.5769,128.0,,,D,0.9977,0.0053,MMD
2024T000000056,KS,MND,HH,2024-06-12T04:55:48.361762Z,2024-06-12T04:55:52.139442Z,original,35.8043,126.4242,56.4,,2024-06-12T04:55:52.139442Z,D,1.0,0.0,MND
2024T000000056,KS,MNDB,HH,2024-06-12T04:55:58.748292Z,2024-06-12T04:56:10.155433Z,add,34.966515,127.160857,168.0,,,U,0.9858,0.0132,MNDB
2024T000000056,KS,MOGA,HG,2024-06-12T04:56:18.481952Z,2024-06-12T04:56:45.690677Z,add,37.6962,127.5825,126.0,,,D,1.0,0.0,MOGA
2024T000000056,KS,MSMB,HH,2024-06-12T04:55:46.114629Z,2024-06-12T04:55:48.176712Z,original,35.689173,126.556217,49.0,2024-06-12T04:55:46.114629Z,2024-06-12T04:55:48.176712Z,D,1.0,0.0,MSMB
2024T000000056,KS,NACA,HG,2024-06-12T04:55:48.496372Z,2024-06-12T04:55:52.458760Z,add,35.9505,126.591,51.0,,,U,1.0,0.0,NACA
2024T000000056,KS,NAHA,HG,2024-06-12T04:56:07.611945Z,2024-06-12T04:56:26.139935Z,add,34.8167,127.9261,96.0,,,U,0.9871,0.0111,NAHA
2024T000000056,KS,NAJA,HG,2024-06-12T04:55:56.155822Z,2024-06-12T04:56:05.680465Z,add,35.0261,126.8264,67.4,,,U,1.0,0.0,NAJA
2024T000000056,KS,NAMB,HH,2024-06-12T04:56:23.306936Z,2024-06-12T04:56:54.368425Z,add,37.7711,128.3863,655.0,,,U,1.0,0.0,NAMB
2024T000000056,KS,NAWB,HH,2024-06-12T04:55:54.901583Z,2024-06-12T04:56:03.515548Z,add,35.42117,127.396272,127.0,,,D,1.0,0.0,NAWB
2024T000000056,KS,NCNA,HG,2024-06-12T04:56:22.258229Z,2024-06-12T04:56:52.482353Z,add,37.8197,128.0919,277.0,,,D,0.9987,0.0035,NCNA
2024T000000056,KS,NGJA,HG,2024-06-12T04:56:03.355487Z,2024-06-12T04:56:18.108400Z,add,34.644516,126.784051,55.0,,,U,0.9947,0.0105,NGJA
2024T000000056,KS,NHPA,HG,2024-06-12T04:55:55.786257Z,2024-06-12T04:56:05.042576Z,add,35.060394,126.527374,37.0,,,U,1.0,0.0,NHPA
2024T000000056,KS,NHSB,HH,2024-06-12T04:56:09.438352Z,2024-06-12T04:56:29.424974Z,add,34.687072,125.450413,111.0,,,U,1.0,0.0002,NHSB
2024T000000056,KS,NJDA,HG,2024-06-12T04:56:08.315216Z,2024-06-12T04:56:27.404865Z,add,37.0503,126.4221,59.0,,,D,0.9951,0.0118,NJDA
2024T000000056,KS,NLDA,HG,2024-06-12T04:56:07.557856Z,2024-06-12T04:56:26.041181Z,add,34.5326,127.4673,127.0,,,U,0.9859,0.0162,NLDA
2024T000000056,KS,NPGA,HG,2024-06-12T04:56:02.798648Z,2024-06-12T04:56:17.147198Z,add,34.786946,126.147751,29.0,,,D,0.9998,0.0005,NPGA
2024T000000056,KS,NSJA,HG,2024-06-12T04:56:07.740154Z,2024-06-12T04:56:26.370538Z,add,34.381934,126.515861,45.0,,,U,0.9983,0.005,NSJA
2024T000000056,KS,OGSB,HH,2024-06-12T04:56:13.721375Z,2024-06-12T04:56:37.128465Z,add,35.7685,128.8971,281.0,,,D,1.0,1e-04,OGSB
2024T000000056,KS,OHBA,HG,2024-06-12T04:56:15.442933Z,2024-06-12T04:56:40.224830Z,add,36.138884,128.994749,405.0,,,U,0.9938,0.0196,OHBA
2024T000000056,KS,OJSA,HG,2024-06-12T04:56:14.804252Z,2024-06-12T04:56:39.076114Z,add,36.786901,128.571418,196.0,,,U,0.9991,0.0065,OJSA
2024T000000056,KS,OOJB,HH,2024-06-12T04:56:22.263691Z,2024-06-12T04:56:52.492177Z,add,36.701999,129.408396,103.0,,,U,1.0,1e-04,OOJB
2024T000000056,KS,OPHB,HH,2024-06-12T04:56:19.330227Z,2024-06-12T04:56:47.216328Z,add,36.190497,129.339183,76.0,,,U,0.9991,0.0037,OPHB
2024T000000056,KS,OSBA,HG,2024-06-12T04:56:10.386710Z,2024-06-12T04:56:31.130713Z,add,36.276214,128.466333,101.0,,,U,0.9897,0.0173,OSBA
2024T000000056,KS,OUJA,HG,2024-06-12T04:56:24.609523Z,2024-06-12T04:56:56.711069Z,add,37.11573,129.370242,42.0,,,D,0.9909,0.0158,OUJA
2024T000000056,KS,PGEA,HG,2024-06-12T04:56:15.661607Z,2024-06-12T04:56:40.618132Z,add,36.7559,128.692,210.0,,,D,0.9999,0.0002,PGEA
2024T000000056,KS,PHDA,HG,2024-06-12T04:56:02.437722Z,2024-06-12T04:56:16.524166Z,add,35.1287,127.745,337.0,,,D,0.9937,0.017,PHDA
2024T000000056,KS,PMYA,HG,2024-06-12T04:56:12.380678Z,2024-06-12T04:56:34.717090Z,add,35.501783,128.760554,121.0,,,D,0.9967,0.0058,PMYA
2024T000000056,KS,PTYC,EL,2024-06-12T04:56:11.956079Z,2024-06-12T04:56:33.953402Z,add,34.85075,128.4375733,81.0,,,U,1.0,1e-04,PTYC
2024T000000056,KS,PUAA,HG,2024-06-12T04:55:44.729644Z,2024-06-12T04:55:45.956648Z,add,35.7295,126.7167,54.8,,,U,1.0,0.0,PUAA
2024T000000056,KS,PYCB,HH,2024-06-12T04:56:18.985665Z,2024-06-12T04:56:46.596623Z,add,37.3774,128.3946,356.0,,,U,0.9985,0.0027,PYCB
2024T000000056,KS,SACA,HG,2024-06-12T04:56:01.918430Z,2024-06-12T04:56:15.627743Z,add,35.4131,127.8789,181.3,,,D,1.0,0.0,SACA
2024T000000056,KS,SAJB,HH,2024-06-12T04:56:08.117314Z,2024-06-12T04:56:27.048911Z,add,36.4079,128.1575,155.0,,,D,1.0,0.0,SAJB
2024T000000056,KS,SECA,HG,2024-06-12T04:55:51.654989Z,2024-06-12T04:55:57.910939Z,add,36.142,126.7519,56.0,,,U,0.9998,0.0002,SECA
2024T000000056,KS,SEJA,HG,2024-06-12T04:56:06.435158Z,2024-06-12T04:56:23.628423Z,add,35.947423,128.21703,59.0,,,D,1.0,0.0,SEJA
2024T000000056,KS,SENA,HG,2024-06-12T04:55:46.529380Z,2024-06-12T04:55:48.889090Z,original,35.538485,126.742386,31.0,2024-06-12T04:55:46.529380Z,2024-06-12T04:55:48.889090Z,D,1.0,1e-04,SENA
2024T000000056,KS,SEO3,HH,2024-06-12T04:56:14.207286Z,2024-06-12T04:56:38.002421Z,add,37.4939,126.917,113.0,,,U,1.0,0.0,SEO3
2024T000000056,KS,SGP2,HH,2024-06-12T04:56:23.133407Z,2024-06-12T04:56:54.056339Z,add,33.2587,126.4993,239.3,,,D,0.9993,0.0015,SGP2
2024T000000056,KS,SIJA,HG,2024-06-12T04:55:58.693322Z,2024-06-12T04:56:10.060557Z,add,34.8954483,126.588043,59.0,,,U,1.0,0.0,SIJA
2024T000000056,KS,SKBA,HG,2024-06-12T04:56:18.962932Z,2024-06-12T04:56:46.555737Z,add,36.521,129.1791,320.0,,,D,0.9899,0.0197,SKBA
2024T000000056,KS,SKC2,EL,2024-06-12T04:56:30.164464Z,2024-06-12T04:57:06.700962Z,add,38.2898,128.5219,70.0,,,D,1.0,0.0,SKC2
2024T000000056,KS,SMWA,HG,2024-06-12T04:55:47.588354Z,2024-06-12T04:55:50.677105Z,original,35.5259,126.5522,74.0,2024-06-12T04:55:47.588354Z,2024-06-12T04:55:50.677105Z,D,1.0,0.0,SMWA
2024T000000056,KS,SNWA,HG,2024-06-12T04:56:22.746679Z,2024-06-12T04:56:53.360820Z,add,33.279813,126.705114,0.036,,,U,0.9975,0.0067,SNWA
2024T000000056,KS,SUBA,HG,2024-06-12T04:56:20.886095Z,2024-06-12T04:56:50.014578Z,add,36.7826,129.2211,428.0,,,D,0.9933,0.0062,SUBA
2024T000000056,KS,SUCA,HG,2024-06-12T04:55:52.172238Z,2024-06-12T04:55:58.803755Z,add,35.373621,127.138635,91.0,,,U,1.0,0.0,SUCA
2024T000000056,KS,SWO2,EL,2024-06-12T04:56:11.371112Z,2024-06-12T04:56:32.901275Z,add,37.2808,126.9824,132.0,,,D,0.9939,0.0111,SWO2
2024T000000056,KS,TAIA,HG,2024-06-12T04:55:46.791170Z,2024-06-12T04:55:49.369154Z,original,35.6507,126.9318,50.0,2024-06-12T04:55:46.791170Z,2024-06-12T04:55:49.369154Z,D,1.0,0.0,TAIA
2024T000000056,KS,TANB,HH,2024-06-12T04:56:03.841504Z,2024-06-12T04:56:18.947356Z,add,36.6731,126.1353,50.0,,,U,0.9973,0.0045,TANB
2024T000000056,KS,TBA2,EL,2024-06-12T04:56:20.918395Z,2024-06-12T04:56:50.072670Z,add,37.1224,128.9523,839.0,,,D,0.9999,1e-04,TBA2
2024T000000056,KS,TEJ2,HG,2024-06-12T04:55:59.424921Z,2024-06-12T04:56:11.323513Z,add,36.37249,127.371137,103.6,,,D,1.0,0.0,TEJ2
2024T000000056,KS,UDO,HH,2024-06-12T04:56:19.517528Z,2024-06-12T04:56:47.553193Z,add,33.5227,126.9538,6.0,,,D,0.9985,0.0028,UDO
2024T000000056,KS,UNCA,HG,2024-06-12T04:56:17.757245Z,2024-06-12T04:56:44.387261Z,add,35.4695,129.2395,79.0,,,U,0.9975,0.008,UNCA
2024T000000056,KS,WAJB,HH,2024-06-12T04:55:53.096337Z,2024-06-12T04:56:00.399056Z,add,35.937821,127.293127,185.0,,,D,1.0,0.0,WAJB
2024T000000056,KS,WAN2,EL,2024-06-12T04:56:07.397959Z,2024-06-12T04:56:25.697550Z,add,34.3959,126.7019,77.0,,,U,0.9993,0.0012,WAN2
2024T000000056,KS,WICA,HG,2024-06-12T04:55:59.872945Z,2024-06-12T04:56:12.096872Z,add,35.7312,127.8015,499.0,,,D,1.0,0.0,WICA
2024T000000056,KS,YALB,HH,2024-06-12T04:56:05.786714Z,2024-06-12T04:56:22.383450Z,add,35.7279,128.1934,418.0,,,D,1.0,0.0,YALB
2024T000000056,KS,YDGA,HG,2024-06-12T04:56:01.325876Z,2024-06-12T04:56:14.604891Z,add,36.0925,127.7943,0.369,,,U,0.9937,0.0156,YDGA
2024T000000056,KS,YEGA,HG,2024-06-12T04:55:52.050762Z,2024-06-12T04:55:58.594022Z,add,35.2837,126.4776,86.0,,,D,1.0,0.0,YEGA
2024T000000056,KS,YESA,HG,2024-06-12T04:56:06.914965Z,2024-06-12T04:56:24.659561Z,add,34.7395,127.7405,116.0,,,D,1.0,1e-04,YESA
2024T000000056,KS,YEYB,HH,2024-06-12T04:56:18.609481Z,2024-06-12T04:56:45.920044Z,add,36.6251,129.088,267.0,,,U,0.9999,1e-04,YEYB
2024T000000056,KS,YGAA,HG,2024-06-12T04:56:07.881107Z,2024-06-12T04:56:26.624061Z,add,35.8532,128.3657,80.0,,,D,1.0,0.0,YGAA
2024T000000056,KS,YKDB,HH,2024-06-12T04:56:12.323451Z,2024-06-12T04:56:34.614161Z,add,34.6223,128.2734,122.0,,,D,1.0,0.0,YKDB
